Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	macrophageStep
ENSG00000044115	CTNNA1	 CAP102,	"Catenin alpha 1"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	1495	CTNNA1	LiverMacrophage,KupfferCells
ENSG00000047249	ATP6V1H	 CGI-11, SFD, SFDalpha, SFDbeta, VMA13,	"ATPase H+ transporting V1 subunit H"	"Metabolic proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	51606	ATP6V1H	LiverMacrophage
ENSG00000048052	HDAC9	 HD7, HDAC, HDAC7B, KIAA0744, MITR,	"Histone deacetylase 9"	"Disease related genes, Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	9734	HDAC9	LiverMacrophage
ENSG00000048405	ZNF800	 ,	"Zinc finger protein 800"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	168850	ZNF800	TF
ENSG00000048649	RSF1	 HBXAP, p325, RSF-1, XAP8,	"Remodeling and spacing factor 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51773	RSF1	LiverMacrophage,KupfferCells
ENSG00000048740	CELF2	 BRUNOL3, CUGBP2, Etr-3, NAPOR-2,	"CUGBP Elav-like family member 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10659	CELF2	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000048828	FAM120A	 C9orf10, KIAA0183, OSSA,	"Family with sequence similarity 120A"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	23196	FAM120A	LiverMacrophage,KupfferCells
ENSG00000049239	H6PD	 GDH, H6PDH,	"Hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9563	H6PD	KupfferCells
ENSG00000049618	ARID1B	 6A3-5, BAF250b, DAN15, ELD/OSA1, KIAA1235, p250R,	"AT-rich interaction domain 1B"	"Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	57492	ARID1B	LiverMacrophage,KupfferCells
ENSG00000049860	HEXB	 ,	"Hexosaminidase subunit beta"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3074	HEXB	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000050130	JKAMP	 C14orf100, CDA06, HSPC213, HSPC327, JAMP,	"JNK1/MAPK8 associated membrane protein"	"Cancer-related genes, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	51528	JKAMP	LiverMacrophage
ENSG00000050426	LETMD1	 HCCR, HCCR-1, HCCR-2, HCCR1, HCCR2, SLC55A3,	"LETM1 domain containing 1"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	25875	LETMD1	LiverMacrophage
ENSG00000051382	PIK3CB	 PIK3C1,	"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	"Cancer-related genes, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	5291	PIK3CB	FunctionGene
ENSG00000051523	CYBA	 p22-PHOX,	"Cytochrome b-245 alpha chain"	"Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	1535	CYBA	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000051620	HEBP2	 C6orf34, SOUL,	"Heme binding protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	23593	HEBP2	LiverMacrophage,KupfferCells
ENSG00000053254	FOXN3	 C14orf116, CHES1,	"Forkhead box N3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	1112	FOXN3	TF,LiverMacrophage,KupfferCells
ENSG00000054148	PHPT1	 bA216L13.10, CGI-202, DKFZp564M173, HSPC141, PHP14,	"Phosphohistidine phosphatase 1"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	29085	PHPT1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000054267	ARID4B	 BCAA, BRCAA1, RBP1L1, SAP180,	"AT-rich interaction domain 4B"	"Metabolic proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	51742	ARID4B	LiverMacrophage,KupfferCells
ENSG00000054282	SDCCAG8	 BBS16, CCCAP, NPHP10, NY-CO-8, SLSN7,	"SHH signaling and ciliogenesis regulator SDCCAG8"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	10806	SDCCAG8	LiverMacrophage
ENSG00000054983	GALC	 ,	Galactosylceramidase	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2581	GALC	LiverMacrophage,KupfferCells
ENSG00000055070	SZRD1	 C1orf144, DKFZp566C0424,	"SUZ RNA binding domain containing 1"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	26099	SZRD1	LiverMacrophage,KupfferCells
ENSG00000055609	KMT2C	 HALR, KIAA1506, MLL3,	"Lysine methyltransferase 2C"	"Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	58508	KMT2C	LiverMacrophage,KupfferCells
ENSG00000057252	SOAT1	 ACAT, SOAT, STAT,	"Sterol O-acyltransferase 1"	"Enzymes, FDA approved drug targets, Metabolic proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6646	SOAT1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000058272	PPP1R12A	 M130, MBS, MYPT1,	"Protein phosphatase 1 regulatory subunit 12A"	"Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4659	PPP1R12A	LiverMacrophage,KupfferCells
ENSG00000059377	TBXAS1	 CYP5, CYP5A1, THAS, TS, TXAS, TXS,	"Thromboxane A synthase 1"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	6916	TBXAS1	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000059728	MXD1	 bHLHc58, MAD, MAD1,	"MAX dimerization protein 1"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4084	MXD1	CancerDExpr,TF,KupfferCells
ENSG00000059804	SLC2A3	 GLUT3,	"Solute carrier family 2 member 3"	"Metabolic proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6515	SLC2A3	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000060138	YBX3	 CSDA, CSDA1, dbpA, ZONAB,	"Y-box binding protein 3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	8531	YBX3	TF,LiverMacrophage,KupfferCells
ENSG00000060558	GNA15	 GNA16,	"G protein subunit alpha 15"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	2769	GNA15	CancerDExpr
ENSG00000060762	MPC1	 BRP44L, CGI-129, dJ68L15.3, SLC54A1,	"Mitochondrial pyruvate carrier 1"	"Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	51660	MPC1	LiverMacrophage,KupfferCells
ENSG00000060971	ACAA1	 ,	"Acetyl-CoA acyltransferase 1"	"Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	30	ACAA1	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000060982	BCAT1	 BCT1,	"Branched chain amino acid transaminase 1"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	586	BCAT1	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000062485	CS	 ,	"Citrate synthase"	"Citric acid cycle related proteins, Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	1431	CS	TopGeneInFirstStep
ENSG00000064115	TM7SF3	 ,	"Transmembrane 7 superfamily member 3"	"Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	51768	TM7SF3	LiverMacrophage
ENSG00000064393	HIPK2	 ,	"Homeodomain interacting protein kinase 2"	"Enzymes, Plasma proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	28996	HIPK2	LiverMacrophage,KupfferCells
ENSG00000064601	CTSA	 GSL, PPGB,	"Cathepsin A"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5476	CTSA	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000064652	SNX24	 SBBI31,	"Sorting nexin 24"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	28966	SNX24	LiverMacrophage
ENSG00000064666	CNN2	 ,	"Calponin 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	1265	CNN2	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000064989	CALCRL	 CGRPR, CRLR,	"Calcitonin receptor like receptor"	"Disease related genes, FDA approved drug targets, G-protein coupled receptors, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	10203	CALCRL	FunctionGene
ENSG00000065029	ZNF76	 D6S229E, Zfp523, ZNF523,	"Zinc finger protein 76"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7629	ZNF76	TF
ENSG00000065135	GNAI3	 87U6,	"G protein subunit alpha i3"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2773	GNAI3	LiverMacrophage,KupfferCells
ENSG00000065243	PKN2	 Pak-2, PRK2, PRKCL2, STK7,	"Protein kinase N2"	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	5586	PKN2	KupfferCells
ENSG00000065413	ANKRD44	 PP6-ARS-B,	"Ankyrin repeat domain 44"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	91526	ANKRD44	LiverMacrophage,KupfferCells
ENSG00000065615	CYB5R4	 b5+b5R, dJ676J13.1, NCB5OR,	"Cytochrome b5 reductase 4"	"Enzymes, Metabolic proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51167	CYB5R4	KupfferCells
ENSG00000065809	FAM107B	 C10orf45, FLJ45505, HITS, MGC11034,	"Family with sequence similarity 107 member B"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	83641	FAM107B	LiverMacrophage,KupfferCells
ENSG00000065833	ME1	 ,	"Malic enzyme 1"	"Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4199	ME1	LiverMacrophage
ENSG00000065882	TBC1D1	 KIAA1108, TBC, TBC1,	"TBC1 domain family member 1"	"Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	23216	TBC1D1	LiverMacrophage,KupfferCells
ENSG00000066294	CD84	 hCD84, mCD84, SLAMF5,	"CD84 molecule"	"CD markers, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	8832	CD84	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000066422	ZBTB11	 ZNF-U69274, ZNF913,	"Zinc finger and BTB domain containing 11"	"Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	27107	ZBTB11	TF
ENSG00000066933	MYO9A	 FLJ11061, FLJ13244, MGC71859,	"Myosin IXA"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	4649	MYO9A	LiverMacrophage
ENSG00000067048	DDX3Y	 DBY,	"DEAD-box helicase 3 Y-linked"	"Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8653	DDX3Y	LiverMacrophage,KupfferCells
ENSG00000067066	SP100	 ,	"SP100 nuclear antigen"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	6672	SP100	TopGeneInFirstStep,TF,LiverMacrophage,KupfferCells
ENSG00000067082	KLF6	 BCD1, COPEB, CPBP, GBF, PAC1, ST12, Zf9,	"Kruppel like factor 6"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	1316	KLF6	TopGeneInFirstStep,CancerDExpr,TF,LiverMacrophage,KupfferCells
ENSG00000067182	TNFRSF1A	 CD120a, TNF-R, TNF-R-I, TNF-R55, TNFAR, TNFR1, TNFR60,	"TNF receptor superfamily member 1A"	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted membrane proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	7132	TNFRSF1A	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000067208	EVI5	 NB4S,	"Ecotropic viral integration site 5"	"Disease related genes, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at transcript level"	7813	EVI5	LiverMacrophage,KupfferCells
ENSG00000067646	ZFY	 ZNF911,	"Zinc finger protein Y-linked"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	7544	ZFY	TF
ENSG00000067836	ROGDI	 FLJ22386,	"Rogdi atypical leucine zipper"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	79641	ROGDI	TopGeneInFirstStep
ENSG00000067900	ROCK1	 p160ROCK,	"Rho associated coiled-coil containing protein kinase 1"	"Enzymes, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	6093	ROCK1	LiverMacrophage,KupfferCells
ENSG00000067955	CBFB	 PEBP2B,	"Core-binding factor subunit beta"	"Cancer-related genes, Disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	865	CBFB	KupfferCells
ENSG00000068079	IFI35	 IFP35,	"Interferon induced protein 35"	"Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	3430	IFI35	TopGeneInFirstStep
ENSG00000068366	ACSL4	 ACS4, FACL4, LACS4, MRX63, MRX68,	"Acyl-CoA synthetase long chain family member 4"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	2182	ACSL4	LiverMacrophage,KupfferCells
ENSG00000068831	RASGRP2	 CALDAG-GEFI,	"RAS guanyl releasing protein 2"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins"	"Evidence at protein level"	"Evidence at protein level"	10235	RASGRP2	LiverMacrophage,KupfferCells
ENSG00000069399	BCL3	 BCL4, D19S37,	"BCL3 transcription coactivator"	"Cancer-related genes, Disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	602	BCL3	FunctionGene,KupfferCells
ENSG00000069424	KCNAB2	 AKR6A5, HKvbeta2.1, HKvbeta2.2, KCNA2B,	"Potassium voltage-gated channel subfamily A regulatory beta subunit 2"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8514	KCNAB2	LiverMacrophage,KupfferCells
ENSG00000069849	ATP1B3	 CD298, FLJ29027,	"ATPase Na+/K+ transporting subunit beta 3"	"CD markers, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	483	ATP1B3	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000069956	MAPK6	 ERK3, HsT17250, p97MAPK, PRKM6,	"Mitogen-activated protein kinase 6"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5597	MAPK6	LiverMacrophage
ENSG00000069974	RAB27A	 GS2, HsT18676, RAB27, RAM,	"RAB27A, member RAS oncogene family"	"Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5873	RAB27A	TopGeneInFirstStep,KupfferCells
