Ensembl	Gene	Synonym	Description	Protein.class	Evidence	HPA.evidence	ENTREZID	Gene.name.HPA	CD8.T.cellStep	CD4.T.cellStep	macrophageStep
ENSG00000072042	RDH11	 ARSDR1, MDT1, SDR7C1,	"Retinol dehydrogenase 11"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	51109	RDH11	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000072110	ACTN1	 ,	"Actinin alpha 1"	"Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	87	ACTN1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000072736	NFATC3	 NFAT4, NFATX,	"Nuclear factor of activated T cells 3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	4775	NFATC3	TF,FunctionGene	TF,FunctionGene	TF,FunctionGene
ENSG00000072778	ACADVL	 ACAD6, LCACD, VLCAD,	"Acyl-CoA dehydrogenase very long chain"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	37	ACADVL	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000072958	AP1M1	 AP47, CLAPM2,	"Adaptor related protein complex 1 subunit mu 1"	"Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	8907	AP1M1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000073578	SDHA	 FP, SDH2, SDHF,	"Succinate dehydrogenase complex flavoprotein subunit A"	"Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	6389	SDHA	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000073614	KDM5A	 JARID1A, RBBP2,	"Lysine demethylase 5A"	"Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5927	KDM5A	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000073803	MAP3K13	 LZK, MEKK13,	"Mitogen-activated protein kinase kinase kinase 13"	"Cancer-related genes, Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	9175	MAP3K13	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000073849	ST6GAL1	 SIAT1,	"ST6 beta-galactoside alpha-2,6-sialyltransferase 1"	"Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	6480	ST6GAL1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000074266	EED	 HEED, WAIT-1,	"Embryonic ectoderm development"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8726	EED	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	FunctionGene
ENSG00000075142	SRI	 ,	Sorcin	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6717	SRI	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000075239	ACAT1	 ACAT, THIL,	"Acetyl-CoA acetyltransferase 1"	"Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	38	ACAT1	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000075624	ACTB	 ,	"Actin beta"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	60	ACTB	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000076108	BAZ2A	 KIAA0314, TIP5, WALp3,	"Bromodomain adjacent to zinc finger domain 2A"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	11176	BAZ2A	TF	TF	TF,LiverMacrophage,KupfferCells
ENSG00000076662	ICAM3	 CD50, CDW50, ICAM-R,	"Intercellular adhesion molecule 3"	"CD markers, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	3385	ICAM3	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,KupfferCells
ENSG00000076928	ARHGEF1	 LBCL2, P115-RHOGEF, SUB1.5,	"Rho guanine nucleotide exchange factor 1"	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	9138	ARHGEF1	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	KupfferCells
ENSG00000076944	STXBP2	 Hunc18b, UNC18B,	"Syntaxin binding protein 2"	"Disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6813	STXBP2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000077238	IL4R	 CD124,	"Interleukin 4 receptor"	"Cancer-related genes, CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	3566	IL4R	FunctionGene	FunctionGene	FunctionGene
ENSG00000077420	APBB1IP	 INAG1, RIAM,	"Amyloid beta precursor protein binding family B member 1 interacting protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54518	APBB1IP	TopGeneInFirstStep	TopGeneInFirstStep	CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000079263	SP140	 LYSP100-A, LYSP100-B,	"SP140 nuclear body protein"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	11262	SP140	TF	TF	TF
ENSG00000079616	KIF22	 Kid, KNSL4, OBP-1, OBP-2,	"Kinesin family member 22"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3835	KIF22	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000080298	RFX3	 ,	"Regulatory factor X3"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5991	RFX3	TF	TF	TF
ENSG00000080822	CLDND1	 C3orf4, Z38,	"Claudin domain containing 1"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	56650	CLDND1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000080824	HSP90AA1	 FLJ31884, Hsp89, Hsp90, HSP90N, HSPC1, HSPCA,	"Heat shock protein 90 alpha family class A member 1"	"Cancer-related genes, Enzymes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	3320	HSP90AA1	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000081154	PCNP	 ,	"PEST proteolytic signal containing nuclear protein"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	57092	PCNP	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000081237	PTPRC	 CD45, GP180, LCA, T200,	"Protein tyrosine phosphatase receptor type C"	"Cancer-related genes, CD markers, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	5788	PTPRC	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000081320	STK17B	 DRAK2,	"Serine/threonine kinase 17b"	"Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	9262	STK17B	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000081665	ZNF506	 DKFZp761G1812,	"Zinc finger protein 506"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	440515	ZNF506	TF	TF	TF
ENSG00000081870	HSPB11	 C1orf41, FAP232, HSPCO34, IFT25, PP25,	"Heat shock protein family B (small) member 11"	"Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	51668	HSPB11	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage
ENSG00000082074	FYB1	 ADAP, FYB, FYB-120/130, SLAP-130,	"FYN binding protein 1"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2533	FYB1	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000083828	ZNF586	 FLJ20070,	"Zinc finger protein 586"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	54807	ZNF586	TF	TF	TF
ENSG00000083838	ZNF446	 FLJ20626, ZKSCAN20, ZSCAN52,	"Zinc finger protein 446"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	55663	ZNF446	TF	TF	TF
ENSG00000084070	SMAP2	 SMAP1L,	"Small ArfGAP2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	64744	SMAP2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000084093	REST	 DFNA27, NRSF, XBR,	"RE1 silencing transcription factor"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	5978	REST	TF	TF	TF
ENSG00000084207	GSTP1	 FAEES3, GST3, GSTP,	"Glutathione S-transferase pi 1"	"Cancer-related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2950	GSTP1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000084652	TXLNA	 DKFZp451J0118,	"Taxilin alpha"	"Cancer-related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	200081	TXLNA	FunctionGene	FunctionGene	FunctionGene
ENSG00000084676	NCOA1	 bHLHe74, F-SRC-1, KAT13A, NCoA-1, RIP160, SRC1,	"Nuclear receptor coactivator 1"	"Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	8648	NCOA1	TF	TF	TF,KupfferCells
ENSG00000084733	RAB10	 ,	"RAB10, member RAS oncogene family"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at transcript level"	10890	RAB10	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000085274	MYNN	 SBBIZ1, ZBTB31, ZNF902,	Myoneurin	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	55892	MYNN	TF	TF	TF
ENSG00000085662	AKR1B1	 ALDR1, AR,	"Aldo-keto reductase family 1 member B"	"Cancer-related genes, Enzymes, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	231	AKR1B1	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage
ENSG00000085719	CPNE3	 ,	"Copine 3"	"Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	8895	CPNE3	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000086666	ZFAND6	 AWP1, ZA20D3, ZFAND5B,	"Zinc finger AN1-type containing 6"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	54469	ZFAND6	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000087086	FTL	 MGC71996, NBIA3,	"Ferritin light chain"	"Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2512	FTL	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000087266	SH3BP2	 CRBM, RES4-23,	"SH3 domain binding protein 2"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	6452	SH3BP2	FunctionGene	FunctionGene	FunctionGene,LiverMacrophage,KupfferCells
ENSG00000087460	GNAS	 GNAS1, GNASXL, GPSA, NESP, NESP55, SCG6, SgVI,	"GNAS complex locus"	"Cancer-related genes, Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	2778	GNAS	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep,LiverMacrophage,KupfferCells
ENSG00000088298	EDEM2	 bA4204.1, C20orf31, C20orf49, FLJ10783,	"ER degradation enhancing alpha-mannosidase like protein 2"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55741	EDEM2	TopGeneInFirstStep	TopGeneInFirstStep	TopGeneInFirstStep
ENSG00000088876	ZNF343	 MGC10715,	"Zinc finger protein 343"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	79175	ZNF343	TF	TF	TF
ENSG00000089006	SNX5	 ,	"Sorting nexin 5"	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	27131	SNX5	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000089094	KDM2B	 CXXC2, Fbl10, FBXL10, JHDM1B, PCCX2,	"Lysine demethylase 2B"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	84678	KDM2B	TF	TF	TF
ENSG00000089127	OAS1	 IFI-4, OIAS, OIASI,	"2'-5'-oligoadenylate synthetase 1"	"Enzymes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	4938	OAS1	FunctionGene	FunctionGene	TopGeneInFirstStep,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000089159	PXN	 ,	Paxillin	"Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	5829	PXN	TopGeneInFirstStep	TopGeneInFirstStep	KupfferCells
ENSG00000089280	FUS	 ALS6, FUS1, hnRNP-P2, HNRNPP2, TLS,	"FUS RNA binding protein"	"Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	2521	FUS	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000089327	FXYD5	 OIT2,	"FXYD domain containing ion transport regulator 5"	"Plasma proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	53827	FXYD5	TopGeneInFirstStep	TopGeneInFirstStep,CancerDExpr	TopGeneInFirstStep,CancerDExpr,LiverMacrophage,KupfferCells
ENSG00000089335	ZNF302	 ZNF135L, ZNF140L, ZNF327,	"Zinc finger protein 302"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	55900	ZNF302	TopGeneInFirstStep,TF	TopGeneInFirstStep,TF	TF
ENSG00000089775	ZBTB25	 C14orf51, KUP, ZNF46,	"Zinc finger and BTB domain containing 25"	"Plasma proteins, Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at protein level"	7597	ZBTB25	TF	TF	TF
ENSG00000090006	LTBP4	 FLJ46318, FLJ90018, LTBP-4, LTBP-4L,	"Latent transforming growth factor beta binding protein 4"	"Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	8425	LTBP4	FunctionGene	FunctionGene	FunctionGene
ENSG00000090339	ICAM1	 BB2, CD54,	"Intercellular adhesion molecule 1"	"Cancer-related genes, Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at protein level"	3383	ICAM1	FunctionGene,TcellActVsNaive	FunctionGene,TcellActVsNaive	FunctionGene,LiverMacrophage
ENSG00000090382	LYZ	 ,	Lysozyme	"Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins"	"Evidence at protein level"	"Evidence at protein level"	4069	LYZ	FunctionGene	FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000090612	ZNF268	 HZF3,	"Zinc finger protein 268"	"Predicted intracellular proteins, Transcription factors"	"Evidence at protein level"	"Evidence at transcript level"	10795	ZNF268	TF	TF	TF
ENSG00000091039	OSBPL8	 MST120, MSTP120, ORP8, OSBP10,	"Oxysterol binding protein like 8"	"Predicted intracellular proteins, Predicted membrane proteins, Transporters"	"Evidence at protein level"	"Evidence at transcript level"	114882	OSBPL8	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
ENSG00000091317	CMTM6	 CKLFSF6, FLJ20396,	"CKLF like MARVEL transmembrane domain containing 6"	"Predicted membrane proteins"	"Evidence at protein level"	"Evidence at protein level"	54918	CMTM6	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,FunctionGene	TopGeneInFirstStep,CancerDExpr,FunctionGene,LiverMacrophage,KupfferCells
ENSG00000092020	PPP2R3C	 C14orf10, FLJ20644, G4-1, G5PR,	"Protein phosphatase 2 regulatory subunit B''gamma"	"Disease related genes, Human disease related genes, Predicted intracellular proteins"	"Evidence at protein level"	"Evidence at protein level"	55012	PPP2R3C	TopGeneInFirstStep	TopGeneInFirstStep	LiverMacrophage,KupfferCells
